club_code,club_name,season,division,league_position,puntos,partidos_jugados,goles_favor,goles_contra,valor_plantel,mean_plantel,nationality
1804,Deportivo Toluca FC,2023,Primera categoría,12.0,21.0,17.0,23.0,19.0,85400000.0,1940000.0,México
2407,CF Monterrey,2020,Primera categoría,5.0,29.0,17.0,26.0,21.0,91100000.0,2340000.0,México
2407,CF Monterrey,2021,Primera categoría,9.0,22.0,17.0,19.0,16.0,88500000.0,2460000.0,México
2407,CF Monterrey,2022,Primera categoría,2.0,35.0,17.0,29.0,13.0,102250000.0,2320000.0,México
2407,CF Monterrey,2023,Primera categoría,2.0,33.0,17.0,27.0,15.0,103250000.0,1910000.0,México
30111,Alebrijes de Oaxaca,2023,Segunda categoría,9.0,19.0,14.0,18.0,22.0,9380000.0,177000.0,México
33203,Celaya FC,2020,Segunda categoría,1.0,35.0,15.0,21.0,10.0,9300000.0,310000.0,México
3631,CF América,2020,Primera categoría,3.0,32.0,17.0,31.0,22.0,85300000.0,2030000.0,México
3631,CF América,2021,Primera categoría,1.0,35.0,17.0,21.0,10.0,94500000.0,1850000.0,México
3631,CF América,2022,Primera categoría,1.0,38.0,17.0,38.0,17.0,100680000.0,2140000.0,México
3711,CD Cruz Azul,2020,Primera categoría,4.0,29.0,17.0,23.0,16.0,75500000.0,1760000.0,México
3711,CD Cruz Azul,2021,Primera categoría,8.0,23.0,17.0,21.0,17.0,94200000.0,2090000.0,México
3711,CD Cruz Azul,2022,Primera categoría,7.0,24.0,17.0,26.0,34.0,91600000.0,2080000.0,México
3711,CD Cruz Azul,2023,Primera categoría,16.0,17.0,17.0,21.0,29.0,95950000.0,2000000.0,México
40188,Atlético de San Luis,2020,Primera categoría,17.0,12.0,17.0,20.0,33.0,40300000.0,896000.0,México
40188,Atlético de San Luis,2021,Primera categoría,10.0,23.0,17.0,21.0,22.0,37750000.0,968000.0,México
40188,Atlético de San Luis,2022,Primera categoría,12.0,19.0,17.0,16.0,21.0,44750000.0,932000.0,México
4035,CF Pachuca,2020,Primera categoría,9.0,25.0,17.0,18.0,14.0,45800000.0,1020000.0,México
4035,CF Pachuca,2022,Primera categoría,4.0,32.0,17.0,28.0,15.0,86500000.0,1840000.0,México
49283,FC Juárez,2020,Primera categoría,16.0,15.0,17.0,13.0,29.0,29300000.0,698000.0,México
49283,FC Juárez,2021,Primera categoría,18.0,11.0,17.0,10.0,28.0,37280000.0,810000.0,México
49283,FC Juárez,2022,Primera categoría,16.0,15.0,17.0,17.0,25.0,51700000.0,907000.0,México
49283,FC Juárez,2023,Primera categoría,12.0,16.0,17.0,19.0,26.0,41050000.0,821000.0,México
4941,Club León FC,2020,Primera categoría,1.0,40.0,17.0,27.0,14.0,63300000.0,1350000.0,México
4941,Club León FC,2021,Primera categoría,3.0,29.0,17.0,20.0,14.0,47250000.0,1280000.0,México
4961,Querétaro FC,2020,Primera categoría,17.0,13.0,17.0,23.0,28.0,20800000.0,484000.0,México
4961,Querétaro FC,2021,Primera categoría,16.0,17.0,17.0,18.0,21.0,27530000.0,612000.0,México
4961,Querétaro FC,2023,Primera categoría,10.0,24.0,17.0,22.0,21.0,40100000.0,786000.0,México
5623,Club Atlético Morelia,2022,Segunda categoría,6.0,26.0,17.0,23.0,17.0,13050000.0,303000.0,México
5662,Club Puebla,2020,Primera categoría,12.0,20.0,17.0,22.0,25.0,32880000.000000004,765000.0,México
5662,Club Puebla,2022,Primera categoría,8.0,22.0,17.0,25.0,23.0,49100000.0,1090000.0,México
5662,Club Puebla,2023,Primera categoría,18.0,5.0,17.0,18.0,43.0,34100000.0,832000.0,México
7633,Pumas UNAM ,2021,Primera categoría,11.0,21.0,17.0,17.0,23.0,37150000.0,885000.0,México
7633,Pumas UNAM ,2022,Primera categoría,16.0,14.0,17.0,21.0,31.0,45000000.0,900000.0,México
7633,Pumas UNAM ,2023,Primera categoría,4.0,28.0,17.0,27.0,18.0,57400000.0,1370000.0,México
82696,Mazatlán FC,2020,Primera categoría,13.0,21.0,17.0,19.0,26.0,34000000.0,810000.0,México
82696,Mazatlán FC,2022,Primera categoría,18.0,7.0,17.0,19.0,41.0,42700000.0,837000.0,México
83082,Cancún FC,2020,Segunda categoría,8.0,21.0,15.0,15.0,17.0,9750000.0,244000.0,México
8590,Atlas Guadalajara,2020,Primera categoría,16.0,14.0,17.0,13.0,20.0,48100000.0,1170000.0,México
8590,Atlas Guadalajara,2021,Primera categoría,2.0,29.0,17.0,21.0,10.0,60400000.0,1680000.0,México
8590,Atlas Guadalajara,2022,Primera categoría,17.0,13.0,17.0,16.0,27.0,54050000.0,1350000.0,México
8590,Atlas Guadalajara,2023,Primera categoría,17.0,17.0,17.0,14.0,24.0,40230000.0,874000.0,México
28218,Independiente,2021,,,,,,,1530000.0,31000.0,Panamá
28218,Independiente,2022,Primera categoría,2.0,26.0,16.0,23.0,20.0,400000.0,8000.0,Panamá
28218,Independiente,2023,Primera categoría,1.0,30.0,16.0,33.0,17.0,3340000.0,71000.0,Panamá
28218,Independiente,2024,Primera categoría,1.0,8.0,5.0,8.0,5.0,3060000.0,113000.0,Panamá
48217,Veraguas United FC,2021,,,,,,,1050000.0,26000.0,Panamá
11855,Club Guaraní,2020,Primera categoría,4.0,41.0,22.0,30.0,16.0,13300000.0,391000.0,Paraguay
11855,Club Guaraní,2021,,,,,,,7400000.0,185000.0,Paraguay
11855,Club Guaraní,2022,Primera categoría,4.0,32.0,22.0,30.0,24.0,11700000.0,244000.0,Paraguay
11855,Club Guaraní,2023,Primera categoría,4.0,33.0,22.0,29.0,24.0,11430000.0,243000.0,Paraguay
1214,Club Cerro Porteño,2020,Primera categoría,1.0,50.0,22.0,37.0,14.0,13300000.0,289000.0,Paraguay
1214,Club Cerro Porteño,2021,,,,,,,11350000.0,247000.0,Paraguay
1214,Club Cerro Porteño,2022,Primera categoría,2.0,50.0,22.0,38.0,13.0,20680000.0,470000.0,Paraguay
1214,Club Cerro Porteño,2023,Primera categoría,2.0,41.0,22.0,40.0,29.0,36800000.0,767000.0,Paraguay
14491,Club Sol de América,2020,Primera categoría,10.0,19.0,22.0,23.0,40.0,9400000.0,214000.0,Paraguay
14491,Club Sol de América,2021,Primera categoría,9.0,14.0,18.0,18.0,28.0,13480000.0,254000.0,Paraguay
14491,Club Sol de América,2022,Primera categoría,7.0,25.0,22.0,20.0,28.0,11680000.0,238000.0,Paraguay
14491,Club Sol de América,2023,,,,,,,,,Paraguay
17427,Club Sportivo Trinidense,2023,Primera categoría,7.0,27.0,22.0,34.0,35.0,3530000.0,95000.0,Paraguay
17484,Club Sportivo 2 de Mayo,2023,,,,,,,,,Paraguay
629,Club Olimpia Asunción,2020,Primera categoría,2.0,45.0,22.0,54.0,20.0,25550000.0,639000.0,Paraguay
629,Club Olimpia Asunción,2021,,,,,,,21950000.0,430000.0,Paraguay
629,Club Olimpia Asunción,2022,Primera categoría,3.0,43.0,22.0,41.0,23.0,17550000.0,344000.0,Paraguay
629,Club Olimpia Asunción,2023,Primera categoría,6.0,31.0,22.0,32.0,26.0,18780000.0,427000.0,Paraguay
6880,Tacuary Football Club,2022,Primera categoría,10.0,22.0,22.0,16.0,29.0,2000000.0,47000.0,Paraguay
7098,Club Nacional Asunción,2020,Primera categoría,7.0,25.0,22.0,22.0,22.0,4700000.0,100000.0,Paraguay
7098,Club Nacional Asunción,2021,Primera categoría,3.0,30.0,18.0,26.0,19.0,3400000.0,106000.0,Paraguay
7098,Club Nacional Asunción,2022,Primera categoría,6.0,26.0,22.0,27.0,32.0,4330000.0,131000.0,Paraguay
7098,Club Nacional Asunción,2023,Primera categoría,5.0,33.0,22.0,23.0,21.0,7800000.0,181000.0,Paraguay
7656,Sportivo Luqueño,2020,Primera categoría,8.0,25.0,22.0,22.0,32.0,5430000.0,97000.0,Paraguay
7656,Sportivo Luqueño,2022,,,,,,,1980000.0,86000.0,Paraguay
7656,Sportivo Luqueño,2023,Primera categoría,8.0,27.0,22.0,27.0,28.0,7250000.0,181000.0,Paraguay
95571,Sportivo Ameliano,2022,Primera categoría,11.0,19.0,22.0,25.0,38.0,3580000.0,72000.0,Paraguay
95571,Sportivo Ameliano,2023,Primera categoría,7.0,30.0,22.0,27.0,28.0,5730000.0,124000.0,Paraguay
95573,Club General Caballero (JLM),2021,,,,,,,,,Paraguay
95573,Club General Caballero (JLM),2022,Primera categoría,9.0,23.0,22.0,23.0,33.0,3100000.0,62000.0,Paraguay
95573,Club General Caballero (JLM),2023,Primera categoría,9.0,24.0,22.0,21.0,28.0,4300000.0,110000.0,Paraguay
9875,Club Libertad Asunción,2020,Primera categoría,3.0,44.0,22.0,43.0,23.0,24130000.0,731000.0,Paraguay
9875,Club Libertad Asunción,2021,,,,,,,35700000.0,915000.0,Paraguay
9875,Club Libertad Asunción,2022,Primera categoría,1.0,57.0,22.0,49.0,14.0,30330000.0,798000.0,Paraguay
234,Feyenoord,2021,Primera categoría,3.0,71.0,34.0,76.0,34.0,180380000.0,4010000.0,Países Bajos
383,PSV Eindhoven,2022,Primera categoría,2.0,75.0,34.0,89.0,40.0,315650000.0,7170000.0,Países Bajos
11247,Academia Deportiva Cantolao,2022,Primera categoría,16.0,15.0,18.0,18.0,32.0,4900000.0,140000.0,Perú
1450,Club Sporting Cristal,2020,Primera categoría,3.0,33.0,19.0,38.0,23.0,5850000.0,183000.0,Perú
1450,Club Sporting Cristal,2022,Primera categoría,3.0,38.0,18.0,35.0,20.0,11380000.0,367000.0,Perú
17479,Alianza Atlético Sullana,2022,Primera categoría,8.0,30.0,18.0,26.0,27.0,4830000.0,142000.0,Perú
17974,Deportivo Municipal,2020,Primera categoría,14.0,21.0,19.0,20.0,24.0,3450000.0,123000.0,Perú
184,Club Alianza Lima,2021,Primera categoría,1.0,40.0,17.0,27.0,11.0,11130000.0,348000.0,Perú
184,Club Alianza Lima,2022,Primera categoría,4.0,33.0,18.0,28.0,16.0,13380000.0,382000.0,Perú
184,Club Alianza Lima,2023,Primera categoría,1.0,42.0,18.0,37.0,16.0,14580000.0,374000.0,Perú
19520,Carlos A. Mannucci,2022,Primera categoría,12.0,20.0,18.0,19.0,22.0,7880000.0,263000.0,Perú
21170,Universidad Técnica de Cajamarca,2023,Primera categoría,15.0,21.0,18.0,16.0,22.0,5800000.0,223000.0,Perú
2729,Club Cienciano,2020,Primera categoría,10.0,27.0,19.0,27.0,23.0,5130000.0,135000.0,Perú
2729,Club Cienciano,2022,Primera categoría,5.0,32.0,18.0,37.0,22.0,6180000.0,221000.0,Perú
2730,Sport Boys Association,2022,Primera categoría,14.0,18.0,18.0,17.0,32.0,5330000.0,157000.0,Perú
2730,Sport Boys Association,2023,Primera categoría,18.0,18.0,18.0,13.0,26.0,6530000.0,181000.0,Perú
2734,FBC Melgar,2020,Primera categoría,8.0,28.0,19.0,23.0,20.0,8080000.0,260000.0,Perú
2734,FBC Melgar,2021,Primera categoría,4.0,31.0,17.0,34.0,15.0,8130000.000000001,262000.0,Perú
27861,Club Atlético Grau,2020,Primera categoría,19.0,17.0,19.0,17.0,27.0,5380000.0,149000.0,Perú
27861,Club Atlético Grau,2021,Segunda categoría,2.0,39.0,22.0,39.0,24.0,4330000.0,140000.0,Perú
28999,Cusco FC,2022,Segunda categoría,1.0,58.0,24.0,47.0,16.0,4730000.0,163000.0,Perú
35588,Asociación Deportiva Tarma,2022,Primera categoría,15.0,16.0,18.0,14.0,24.0,4500000.0,141000.0,Perú
4576,Club Juan Aurich,2020,Segunda categoría,4.0,16.0,9.0,14.0,12.0,1030000.0,33000.0,Perú
6593,Universitario de Deportes,2021,,,,,,,7880000.0,239000.0,Perú
6361,TS Podbeskidzie Bielsko-Biala,2022,Segunda categoría,7.0,49.0,34.0,56.0,47.0,5400000.0,169000.0,Polonia
10330,SL Benfica B,2022,Segunda categoría,15.0,38.0,34.0,52.0,58.0,121600000.0,2830000.0,Portugal
1301,CS Marítimo,2021,Primera categoría,10.0,38.0,34.0,39.0,44.0,16100000.000000002,488000.0,Portugal
1301,CS Marítimo,2022,Primera categoría,16.0,26.0,34.0,32.0,63.0,16530000.000000002,352000.0,Portugal
2423,CD Santa Clara,2023,Segunda categoría,1.0,73.0,34.0,48.0,19.0,15630000.0,411000.0,Portugal
2425,Rio Ave FC,2023,Primera categoría,11.0,37.0,34.0,38.0,43.0,26200000.0,749000.0,Portugal
2503,Boavista Porto FC,2020,Primera categoría,13.0,36.0,34.0,39.0,49.0,35150000.0,1100000.0,Portugal
294,SL Benfica,2021,Primera categoría,3.0,74.0,34.0,78.0,30.0,310180000.0,7570000.0,Portugal
294,SL Benfica,2022,Primera categoría,1.0,87.0,34.0,82.0,20.0,477580000.0,11110000.0,Portugal
294,SL Benfica,2023,Primera categoría,2.0,80.0,34.0,77.0,28.0,427600000.0,10430000.0,Portugal
3329,FC Famalicão,2020,Primera categoría,9.0,40.0,34.0,40.0,48.0,64930000.00000001,1480000.0,Portugal
3329,FC Famalicão,2022,Primera categoría,8.0,44.0,34.0,39.0,47.0,51850000.0,1330000.0,Portugal
336,Sporting de Lisboa,2021,Primera categoría,2.0,85.0,34.0,73.0,23.0,337730000.0,8890000.0,Portugal
7179,CD Tondela,2020,Primera categoría,12.0,36.0,34.0,36.0,57.0,13600000.0,523000.0,Portugal
720,FC Oporto,2022,Primera categoría,2.0,85.0,34.0,73.0,22.0,284550000.0,8620000.0,Portugal
7788,Académico Viseu FC,2023,Segunda categoría,11.0,43.0,34.0,36.0,38.0,11380000.0,284000.0,Portugal
8024,FC Arouca,2020,Segunda categoría,3.0,65.0,34.0,45.0,25.0,7030000.0,227000.0,Portugal
814,FK Teplice,2021,Primera categoría,12.0,27.0,30.0,29.0,49.0,7660000.0,167000.0,República Checa
1007,FC U Craiova 1948,2022,Primera categoría,7.0,40.0,30.0,34.0,33.0,15650000.0,391000.0,Rumania
1007,FC U Craiova 1948,2023,Primera categoría,13.0,31.0,30.0,43.0,50.0,9780000.0,251000.0,Rumania
40843,FC Voluntari,2023,Primera categoría,15.0,28.0,30.0,31.0,49.0,9730000.0,256000.0,Rumania
8818,FC Botoșani,2021,Primera categoría,7.0,46.0,30.0,33.0,28.0,14330000.0,333000.0,Rumania
8818,FC Botoșani,2022,Primera categoría,13.0,32.0,30.0,29.0,44.0,11200000.0,243000.0,Rumania
14589,FK Orenburg,2021,Segunda categoría,3.0,74.0,38.0,64.0,37.0,12650000.0,351000.0,Rusia
14589,FK Orenburg,2022,Primera categoría,7.0,46.0,30.0,58.0,55.0,24500000.0,721000.0,Rusia
232, FC Spartak de Moscú,2023,Primera categoría,5.0,50.0,30.0,41.0,32.0,88050000.0,2450000.0,Rusia
2410,CSKA Moscú,2021,Primera categoría,5.0,50.0,30.0,42.0,29.0,139430000.0,3670000.0,Rusia
2696,Krylya Sovetov Samara,2021,Primera categoría,8.0,41.0,30.0,39.0,36.0,40250000.0,1060000.0,Rusia
2696,Krylya Sovetov Samara,2023,Primera categoría,9.0,41.0,30.0,46.0,44.0,49000000.0,1200000.0,Rusia
2741,Baltika Kaliningrad,2022,Segunda categoría,2.0,67.0,34.0,56.0,30.0,10450000.0,373000.0,Rusia
3725,Akhmat Grozny,2023,Primera categoría,10.0,35.0,30.0,33.0,45.0,29000000.0,853000.0,Rusia
41231,FK Sochi,2020,Primera categoría,5.0,53.0,30.0,49.0,33.0,37700000.0,1050000.0,Rusia
932,Lokomotiv Moscú,2022,Primera categoría,8.0,45.0,30.0,54.0,46.0,90980000.0,2020000.0,Rusia
964,Zenit de San Petersburgo,2020,Primera categoría,1.0,65.0,30.0,76.0,26.0,177650000.0,4930000.0,Rusia
964,Zenit de San Petersburgo,2023,Primera categoría,1.0,57.0,30.0,52.0,27.0,197430000.0,5200000.0,Rusia
159,Estrella Roja de Belgrado,2022,Primera categoría,1.0,82.0,30.0,81.0,14.0,74930000.0,1780000.0,Serbia
59358,Zeleznicar Pancevo,2023,Primera categoría,15.0,26.0,30.0,34.0,60.0,11150000.0,286000.0,Serbia
6622,FK Mladost Lucani,2021,Primera categoría,9.0,36.0,30.0,38.0,44.0,6650000.0,151000.0,Serbia
6356,Mamelodi Sundowns FC,2022,Primera categoría,1.0,70.0,30.0,52.0,13.0,28100000.0,639000.0,Sudáfrica
26,FC Basilea,2022,Primera categoría,5.0,47.0,36.0,51.0,50.0,63600000.0,1480000.0,Suiza
434,FC Lucerna,2023,Primera categoría,1.0,44.0,33.0,41.0,46.0,31300000.0,869000.0,Suiza
11688,Giresunspor,2020,Segunda categoría,2.0,70.0,34.0,54.0,25.0,9880000.0,290000.0,Turquía
1467,Göztepe,2020,Primera categoría,10.0,51.0,40.0,59.0,59.0,37530000.0,893000.0,Turquía
19789,Yeni Malatyaspor,2021,Primera categoría,20.0,20.0,38.0,27.0,71.0,20380000.0,416000.0,Turquía
20,Bursaspor,2020,Segunda categoría,10.0,46.0,34.0,56.0,57.0,12430000.0,289000.0,Turquía
20,Bursaspor,2021,Segunda categoría,16.0,44.0,36.0,43.0,53.0,10850000.0,190000.0,Turquía
3209,Pendikspor,2022,Segunda categoría,3.0,67.0,36.0,65.0,36.0,6980000.0,184000.0,Turquía
36,Fenerbahce,2021,Primera categoría,2.0,73.0,38.0,73.0,38.0,152130000.0,3460000.0,Turquía
3840,Adana Demirspor,2020,Segunda categoría,1.0,70.0,34.0,64.0,27.0,15600000.0,355000.0,Turquía
3840,Adana Demirspor,2021,Primera categoría,9.0,55.0,38.0,60.0,47.0,46000000.0,1120000.0,Turquía
6630,Sanliurfaspor,2023,Segunda categoría,15.0,38.0,34.0,32.0,37.0,6990000.0,159000.0,Turquía
6646,Fatih Karagümrük,2020,Primera categoría,8.0,60.0,40.0,64.0,52.0,38450000.0,874000.0,Turquía
18303,FK Oleksandriya,2020,Primera categoría,8.0,29.0,26.0,33.0,37.0,11880000.0,313000.0,Ucrania
18303,FK Oleksandriya,2021,Primera categoría,6.0,26.0,18.0,19.0,16.0,12080000.0,326000.0,Ucrania
83678,Metalist Kharkiv,2020,,,,,,,3580000.0,105000.0,Ucrania
83678,Metalist Kharkiv,2021,Segunda categoría,1.0,53.0,20.0,52.0,9.0,11460000.0,310000.0,Ucrania
10632,CA Rentistas,2020,Primera categoría,2.0,28.0,15.0,26.0,15.0,6700000.0,181000.0,Uruguay
10632,CA Rentistas,2021,,,,,,,8230000.0,235000.0,Uruguay
10663,Liverpool FC Montevideo,2020,Primera categoría,9.0,19.0,15.0,22.0,25.0,5550000.0,146000.0,Uruguay
10663,Liverpool FC Montevideo,2022,Primera categoría,1.0,32.0,15.0,21.0,8.0,5880000.0,159000.0,Uruguay
10663,Liverpool FC Montevideo,2023,,,,,,,11700000.0,225000.0,Uruguay
1306,Danubio FC,2021,Segunda categoría,2.0,41.0,22.0,24.0,14.0,5030000.0,136000.0,Uruguay
1306,Danubio FC,2022,Primera categoría,6.0,24.0,15.0,13.0,9.0,5330000.0,130000.0,Uruguay
1306,Danubio FC,2023,Primera categoría,12.0,15.0,15.0,20.0,19.0,8279999.999999999,148000.0,Uruguay
14758,Racing Club de Montevideo,2022,,,,,,,4430000.0,126000.0,Uruguay
14758,Racing Club de Montevideo,2023,Primera categoría,13.0,15.0,15.0,13.0,17.0,9630000.0,196000.0,Uruguay
17428,CA Juventud,2022,,,,,,,2930000.0,79000.0,Uruguay
17428,CA Juventud,2023,Segunda categoría,4.0,51.0,26.0,38.0,30.0,2630000.0,63000.0,Uruguay
1806,IA Sud América ,2020,Segunda categoría,6.0,28.0,22.0,30.0,33.0,3300000.0,92000.0,Uruguay
1806,IA Sud América ,2021,Primera categoría,10.0,18.0,15.0,15.0,22.0,5530000.0,145000.0,Uruguay
1806,IA Sud América ,2022,,,,,,,3330000.0,111000.0,Uruguay
1806,IA Sud América ,2023,Segunda categoría,13.0,26.0,26.0,26.0,45.0,4330000.0,124000.0,Uruguay
18074,CA Boston River,2020,Primera categoría,16.0,13.0,15.0,14.0,21.0,6350000.0,151000.0,Uruguay
18074,CA Boston River,2021,Primera categoría,13.0,14.0,15.0,14.0,19.0,4000000.0,98000.0,Uruguay
18074,CA Boston River,2022,Primera categoría,4.0,27.0,15.0,20.0,16.0,6400000.0,178000.0,Uruguay
18074,CA Boston River,2023,,,,,,,10350000.0,211000.0,Uruguay
18075,Club Deportivo Maldonado,2020,Primera categoría,8.0,20.0,15.0,16.0,20.0,7950000.0,204000.0,Uruguay
18075,Club Deportivo Maldonado,2021,Primera categoría,14.0,14.0,15.0,11.0,22.0,7880000.0,225000.0,Uruguay
18075,Club Deportivo Maldonado,2023,,,,,,,10000000.0,217000.0,Uruguay
18077,CS Cerrito,2021,Primera categoría,9.0,19.0,15.0,14.0,15.0,4900000.0,148000.0,Uruguay
18077,CS Cerrito,2022,Primera categoría,16.0,8.0,15.0,9.0,22.0,4800000.0,114000.0,Uruguay
18122,CA Atenas de San Carlos,2022,,,,,,,7500000.0,163000.0,Uruguay
20189,Cerro Largo FC,2020,,,,,,,5830000.0,157000.0,Uruguay
20189,Cerro Largo FC,2021,Primera categoría,8.0,20.0,15.0,20.0,22.0,6650000.0,151000.0,Uruguay
20189,Cerro Largo FC,2022,Primera categoría,14.0,12.0,15.0,7.0,23.0,5400000.0,115000.0,Uruguay
2403,Montevideo Wanderers,2021,,,,,,,9250000.0,215000.0,Uruguay
2403,Montevideo Wanderers,2022,Primera categoría,9.0,21.0,15.0,16.0,11.0,5130000.0,139000.0,Uruguay
2419,CA River Plate Montevideo,2021,Primera categoría,12.0,16.0,15.0,18.0,22.0,6600000.0,206000.0,Uruguay
2619,Defensor Sporting Club,2021,Segunda categoría,4.0,37.0,22.0,33.0,21.0,5030000.0,123000.0,Uruguay
2619,Defensor Sporting Club,2022,Primera categoría,10.0,20.0,15.0,14.0,16.0,5780000.0,144000.0,Uruguay
2619,Defensor Sporting Club,2023,Primera categoría,3.0,25.0,15.0,27.0,14.0,11930000.0,254000.0,Uruguay
37535,Montevideo City Torque,2020,Primera categoría,3.0,25.0,15.0,21.0,16.0,4880000.0,139000.0,Uruguay
37535,Montevideo City Torque,2021,Primera categoría,6.0,25.0,15.0,26.0,19.0,7500000.0,208000.0,Uruguay
37535,Montevideo City Torque,2022,,,,,,,10500000.0,198000.0,Uruguay
37535,Montevideo City Torque,2023,Primera categoría,14.0,14.0,15.0,15.0,24.0,16399999.999999998,309000.0,Uruguay
3829,CA Fénix,2022,Primera categoría,7.0,23.0,15.0,15.0,16.0,5230000.0,138000.0,Uruguay
3829,CA Fénix,2023,Primera categoría,16.0,12.0,15.0,11.0,23.0,7500000.0,142000.0,Uruguay
42149,Albion FC,2021,Segunda categoría,1.0,44.0,22.0,31.0,18.0,4030000.000000001,149000.0,Uruguay
6044,Club Plaza Colonia,2021,Primera categoría,1.0,36.0,15.0,20.0,7.0,4900000.0,129000.0,Uruguay
6044,Club Plaza Colonia,2022,,,,,,,5180000.0,148000.0,Uruguay
861,CA Peñarol,2020,,,,,,,17800000.0,424000.0,Uruguay
861,CA Peñarol,2021,Primera categoría,3.0,28.0,15.0,22.0,10.0,19330000.0,449000.0,Uruguay
861,CA Peñarol,2022,,,,,,,25850000.0,517000.0,Uruguay
861,CA Peñarol,2023,Primera categoría,1.0,34.0,15.0,25.0,11.0,44180000.0,762000.0,Uruguay
866,Club Nacional,2020,,,,,,,11550000.0,275000.0,Uruguay
866,Club Nacional,2021,,,,,,,12580000.0,314000.0,Uruguay
866,Club Nacional,2022,,,,,,,37630000.0,918000.0,Uruguay
866,Club Nacional,2023,,,,,,,39250000.0,727000.0,Uruguay
20591,Nasaf Qarshi,2022,Primera categoría,3.0,49.0,26.0,37.0,16.0,7700000.0,233000.0,Uzbekistán
13297,Deportivo Táchira,2022,Primera categoría,6.0,44.0,30.0,38.0,33.0,6100000.0,179000.0,Venezuela
13297,Deportivo Táchira,2023,Primera categoría,1.0,64.0,28.0,47.0,17.0,6050000.0,164000.0,Venezuela
14682,Carabobo FC,2021,,,,,,,2280000.0,65000.0,Venezuela
43146,Universidad Central de Venezuela,2022,Primera categoría,15.0,27.0,30.0,19.0,40.0,3200000.0,97000.0,Venezuela
43146,Universidad Central de Venezuela,2023,Primera categoría,13.0,27.0,28.0,27.0,36.0,4250000.0,97000.0,Venezuela
12180,CDM Leandro N. Alem,2022,,,,,,,,,
121967,Club Defensores del Barrio Nébel,2023,,,,,,,,,
12673,Club Sportivo Ben Hur,2022,,,,,,,,,
13339,CA Colegiales,2022,,,,,,,25000.0,1000.0,
13341,CSD Flandria,2020,,,,,,,1080000.0,43000.0,
14391,Cañuelas FC,2021,,,,,,,,,
14662,Club 12 de Octubre de Itauguá,2022,,,,,,,,,
15098,Boca Juniors U20,2022,,,,,,,625000.0,27000.0,
15098,Boca Juniors U20,2023,,,,,,,500000.0,25000.0,
18730,Club Fernando de la Mora,2022,,,,,,,,,
19124,Club Sportivo San Lorenzo,2022,,,,,,,,,
19310,LDU de Portoviejo,2020,,,,,,,,,
19517,CA Villa San Carlos,2020,,,,,,,250000.0,10000.0,
19529,CSD Merlo,2022,,,,,,,,,
19632,CA Excursionistas,2021,,,,,,,,,
19636,Deportivo Laferrere,2022,,,,,,,,,
20748,Trasandino de Los Andes,2021,,,,,,,,,
2124,River Plate Asunción,2020,Primera categoría,10.0,12.0,18.0,13.0,32.0,5100000.0,100000.0,
2124,River Plate Asunción,2021,,,,,,,,,
22501,CA Ituzaingó,2022,,,,,,,,,
25374,Sacachispas FC,2020,,,,,,,,,
25374,Sacachispas FC,2022,,,,,,,,,
25553,CD América de Quito,2023,,,,,,,,,
28609,Deportivo Capiatá,2021,,,,,,,,,
29175,Resistencia Sport Club,2021,Primera categoría,11.0,21.0,22.0,16.0,32.0,2880000.0,68000.0,
29175,Resistencia Sport Club,2022,Primera categoría,12.0,19.0,22.0,20.0,44.0,4680000.0,90000.0,
29175,Resistencia Sport Club,2023,,,,,,,,,
29397,AO Giouchtas,2022,,,,,,,,,
29423,CD Santaní,2023,,,,,,,,,
31553,CDS Juventud Unida (San Miguel),2022,,,,,,,,,
32585,Club Tijuana U20,2020,,,,,,,6300000.0,129000.0,
35297,Sportivo Carapeguá,2022,,,,,,,,,
35452,Thesprotos Igoumenitsas,2020,,,,,,,2220000.0,74000.0,
37339,OF Ierapetras,2020,Segunda categoría,12.0,13.0,22.0,17.0,32.0,4400000.0,116000.0,
3858,Deportivo Villa Española,2020,Primera categoría,16.0,9.0,15.0,14.0,26.0,2330000.0,65000.0,
3858,Deportivo Villa Española,2021,,,,,,,3300000.0,72000.0,
441,Apollon Smyrnis,2021,Primera categoría,14.0,13.0,26.0,9.0,47.0,6800000.0,194000.0,
45352,Moralo CP,2021,,,,,,,425000.0,13000.0,
45560,CD UAI Urquiza,2020,,,,,,,,,
45560,CD UAI Urquiza,2022,,,,,,,,,
4585,Anagennisi Karditsas,2022,Segunda categoría,5.0,47.0,28.0,34.0,21.0,5040000.0,157000.0,
50260,Internacional de Madrid (-2023),2020,,,,,,,3550000.0,137000.0,
5208,CA Los Andes,2020,,,,,,,725000.0,35000.0,
5208,CA Los Andes,2022,,,,,,,175000.0,5000.0,
53221,Atlético San Luis U20,2020,,,,,,,12000000.0,255000.0,
60551,SK Dnipro-1,2021,Primera categoría,3.0,40.0,18.0,35.0,17.0,20380000.0,849000.0,
63181,Guaireña FC,2021,Primera categoría,8.0,23.0,22.0,21.0,26.0,7600000.0,217000.0,
63181,Guaireña FC,2022,Primera categoría,10.0,17.0,22.0,15.0,31.0,7640000.0,147000.0,
78591,Palmaflor del Trópico,2020,Primera categoría,9.0,40.0,30.0,42.0,45.0,1730000.0,49000.0,
8356,Club Villa Dálmine,2020,Segunda categoría,16.0,0.0,0.0,0.0,0.0,4250000.0,82000.0,
