club_code,club_name,season,division,league_position,puntos,partidos_jugados,goles_favor,goles_contra,valor_plantel,mean_plantel,nationality
27062,KF Erzeni,2023,Primera categoría,9.0,32.0,36.0,29.0,57.0,3930000.0,98000.0,Albania
15,Bayer 04 Leverkusen,2020,Primera categoría,6.0,52.0,34.0,53.0,39.0,373250000.0,11310000.0,Alemania
24,Eintracht Fráncfort​​,2020,Primera categoría,5.0,60.0,34.0,69.0,53.0,269150000.0,7480000.0,Alemania
33,FC Schalke 04,2023,Segunda categoría,10.0,43.0,34.0,53.0,60.0,37700000.0,967000.0,Alemania
44,Hertha Berlín,2021,Primera categoría,16.0,33.0,34.0,37.0,71.0,155780000.0,3460000.0,Alemania
44,Hertha Berlín,2022,Primera categoría,18.0,29.0,34.0,42.0,69.0,94000000.0,2290000.0,Alemania
86,SV Werder Bremen,2022,Primera categoría,13.0,36.0,34.0,51.0,64.0,89500000.0,2710000.0,Alemania
18544,Al-Nassr FC,2022,Primera categoría,2.0,67.0,30.0,63.0,18.0,78340000.0,2120000.0,Arabia Saudita
26069,Al-Qadsiah FC,2023,Segunda categoría,1.0,73.0,34.0,64.0,29.0,16250000.0,464000.0,Arabia Saudita
28597,Al-Batin FC,2021,Primera categoría,13.0,33.0,30.0,31.0,41.0,9300000.0,211000.0,Arabia Saudita
28597,Al-Batin FC,2022,Primera categoría,16.0,20.0,30.0,27.0,63.0,7780000.0,190000.0,Arabia Saudita
28597,Al-Batin FC,2023,Segunda categoría,7.0,51.0,34.0,46.0,41.0,4630000.0,136000.0,Arabia Saudita
32328,Al-Najma SC,2022,,,,,,,25000.0,2000.0,Arabia Saudita
9840,Al-Shabab FC,2022,Primera categoría,4.0,56.0,30.0,57.0,33.0,42200000.0,1240000.0,Arabia Saudita
10233,AMSD Atlético de Rafaela,2020,,,,,,,8300000.000000001,180000.0,Argentina
10233,AMSD Atlético de Rafaela,2021,Segunda categoría,17.0,0.0,0.0,0.0,0.0,6030000.0,131000.0,Argentina
10233,AMSD Atlético de Rafaela,2022,Segunda categoría,29.0,38.0,36.0,40.0,43.0,4950000.0,138000.0,Argentina
10233,AMSD Atlético de Rafaela,2023,Segunda categoría,5.0,53.0,34.0,38.0,31.0,4250000.0,121000.0,Argentina
1029,CA Vélez Sarsfield,2020,Primera categoría,3.0,39.0,23.0,27.0,14.0,91250000.0,1750000.0,Argentina
1029,CA Vélez Sarsfield,2021,Primera categoría,5.0,39.0,25.0,34.0,21.0,77880000.0,1770000.0,Argentina
1029,CA Vélez Sarsfield,2022,Primera categoría,26.0,28.0,27.0,30.0,33.0,36330000.0,845000.0,Argentina
1029,CA Vélez Sarsfield,2023,Primera categoría,25.0,27.0,27.0,24.0,27.0,51150000.0,1350000.0,Argentina
1029,Vélez Sarsfield,2024,Primera categoría,1.0,51.0,27.0,38.0,16.0,58650000.0,2090000.0,Argentina
1030,AA Argentinos Juniors,2020,Primera categoría,5.0,39.0,23.0,22.0,17.0,44050000.0,831000.0,Argentina
1030,AA Argentinos Juniors,2021,Primera categoría,14.0,32.0,25.0,26.0,25.0,40950000.0,910000.0,Argentina
1030,AA Argentinos Juniors,2022,Primera categoría,8.0,42.0,27.0,33.0,24.0,26530000.0,717000.0,Argentina
1030,AA Argentinos Juniors,2023,Primera categoría,10.0,40.0,27.0,31.0,22.0,18650000.0,491000.0,Argentina
1030,Arg Juniors,2024,Primera categoría,23.0,30.0,27.0,22.0,28.0,31780000.0,1030000.0,Argentina
10403,CA Racing (Córdoba),2022,,,,,,,700000.0,23000.0,Argentina
10403,CA Racing (Córdoba),2023,Segunda categoría,12.0,41.0,34.0,44.0,43.0,1180000.0,33000.0,Argentina
10511,CA San Martín (San Juan),2020,,,,,,,7900000.0,161000.0,Argentina
10511,CA San Martín (San Juan),2021,Segunda categoría,4.0,3.0,1.0,1.0,0.0,4200000.0,105000.0,Argentina
10511,CA San Martín (San Juan),2022,Segunda categoría,14.0,51.0,36.0,50.0,42.0,3450000.0,105000.0,Argentina
10511,CA San Martín (San Juan),2023,Segunda categoría,7.0,53.0,36.0,44.0,38.0,3330000.0,104000.0,Argentina
10534,CA Nueva Chicago,2020,,,,,,,4530000.0,103000.0,Argentina
10534,CA Nueva Chicago,2021,Segunda categoría,33.0,0.0,1.0,0.0,1.0,6100000.0,107000.0,Argentina
10534,CA Nueva Chicago,2022,Segunda categoría,34.0,32.0,36.0,33.0,48.0,2580000.0,59000.0,Argentina
10534,CA Nueva Chicago,2023,Segunda categoría,11.0,52.0,36.0,34.0,25.0,2080000.0,48000.0,Argentina
1070,CA Colón,2020,Primera categoría,23.0,18.0,23.0,17.0,39.0,49050000.0,981000.0,Argentina
1070,CA Colón,2021,Primera categoría,7.0,39.0,25.0,26.0,31.0,36300000.0,1040000.0,Argentina
1070,CA Colón,2022,Primera categoría,25.0,29.0,27.0,24.0,36.0,27030000.0,563000.0,Argentina
1070,CA Colón,2023,Primera categoría,27.0,25.0,27.0,20.0,33.0,49630000.0,1130000.0,Argentina
10885,CA Gimnasia y Esgrima (Jujuy),2020,,,,,,,3800000.0,123000.0,Argentina
10885,CA Gimnasia y Esgrima (Jujuy),2021,Segunda categoría,34.0,0.0,1.0,0.0,1.0,4750000.0,119000.0,Argentina
10885,CA Gimnasia y Esgrima (Jujuy),2022,Segunda categoría,23.0,44.0,36.0,38.0,50.0,1780000.0,46000.0,Argentina
10885,CA Gimnasia y Esgrima (Jujuy),2023,Segunda categoría,10.0,44.0,34.0,36.0,40.0,3640000.0,101000.0,Argentina
1106,Club de Gimnasia y Esgrima La Plata,2020,Primera categoría,19.0,23.0,23.0,22.0,23.0,24400000.0,414000.0,Argentina
1106,Club de Gimnasia y Esgrima La Plata,2021,Primera categoría,11.0,36.0,25.0,27.0,28.0,16000000.0,327000.0,Argentina
1106,Club de Gimnasia y Esgrima La Plata,2022,Primera categoría,9.0,41.0,27.0,26.0,18.0,12430000.0,336000.0,Argentina
1106,Club de Gimnasia y Esgrima La Plata,2023,Primera categoría,22.0,30.0,27.0,24.0,38.0,12150000.0,270000.0,Argentina
1106,Gimnasia–LP,2024,Primera categoría,19.0,32.0,27.0,21.0,23.0,16050000.0,594000.0,Argentina
11831,CA Tigre,2020,,,,,,,17600000.0,284000.0,Argentina
11831,CA Tigre,2021,Segunda categoría,18.0,0.0,0.0,0.0,0.0,15930000.0,362000.0,Argentina
11831,CA Tigre,2022,Primera categoría,7.0,43.0,27.0,41.0,32.0,18350000.0,556000.0,Argentina
11831,CA Tigre,2023,Primera categoría,16.0,34.0,27.0,27.0,29.0,31880000.0,817000.0,Argentina
11831,Tigre,2024,Primera categoría,18.0,34.0,27.0,27.0,30.0,23150000.0,702000.0,Argentina
12100,CA All Boys,2020,,,,,,,4200000.0,114000.0,Argentina
12100,CA All Boys,2021,Segunda categoría,7.0,1.0,1.0,0.0,0.0,3680000.0,84000.0,Argentina
12100,CA All Boys,2022,Segunda categoría,5.0,60.0,36.0,45.0,33.0,3130000.0,84000.0,Argentina
12100,CA All Boys,2023,Segunda categoría,15.0,42.0,36.0,31.0,40.0,3220000.0,81000.0,Argentina
12179,CS Independiente Rivadavia,2020,,,,,,,4250000.0,129000.0,Argentina
12179,CS Independiente Rivadavia,2021,Segunda categoría,31.0,0.0,1.0,1.0,2.0,4930000.0,103000.0,Argentina
12179,CS Independiente Rivadavia,2022,Segunda categoría,9.0,56.0,36.0,45.0,34.0,3330000.0,107000.0,Argentina
12179,CS Independiente Rivadavia,2023,Segunda categoría,1.0,68.0,34.0,51.0,33.0,2830000.0,91000.0,Argentina
12179,Independiente Rivadavia,2024,Primera categoría,11.0,38.0,27.0,23.0,25.0,14630000.0,457000.0,Argentina
12301,CA Aldosivi,2020,Primera categoría,22.0,22.0,23.0,20.0,35.0,14100000.0,307000.0,Argentina
12301,CA Aldosivi,2021,Primera categoría,13.0,33.0,25.0,29.0,39.0,15430000.0,351000.0,Argentina
12301,CA Aldosivi,2022,Primera categoría,28.0,16.0,27.0,16.0,48.0,14180000.0,295000.0,Argentina
12301,CA Aldosivi,2023,Segunda categoría,16.0,35.0,34.0,33.0,44.0,4600000.0,131000.0,Argentina
1234,CA Independiente,2020,Primera categoría,14.0,29.0,23.0,27.0,25.0,66080000.0,1250000.0,Argentina
1234,CA Independiente,2021,Primera categoría,9.0,38.0,25.0,27.0,24.0,47700000.0,1040000.0,Argentina
1234,CA Independiente,2022,Primera categoría,14.0,35.0,27.0,31.0,31.0,35850000.0,797000.0,Argentina
1234,CA Independiente,2023,Primera categoría,24.0,28.0,27.0,23.0,32.0,26280000.0,571000.0,Argentina
12454,CA Sarmiento (Junín),2020,,,,,,,8980000.0,204000.0,Argentina
12454,CA Sarmiento (Junín),2021,Primera categoría,24.0,24.0,25.0,23.0,33.0,10730000.0,210000.0,Argentina
12454,CA Sarmiento (Junín),2022,Primera categoría,21.0,32.0,27.0,27.0,32.0,11500000.0,288000.0,Argentina
12454,CA Sarmiento (Junín),2023,Primera categoría,19.0,30.0,27.0,23.0,26.0,18330000.0,407000.0,Argentina
12454,Sarmiento,2024,Primera categoría,26.0,26.0,27.0,18.0,28.0,11210000.0,387000.0,Argentina
12458,CD Morón,2020,,,,,,,4200000.0,108000.0,Argentina
12458,CD Morón,2021,Segunda categoría,19.0,0.0,0.0,0.0,0.0,3850000.0,92000.0,Argentina
12458,CD Morón,2022,Segunda categoría,13.0,53.0,36.0,31.0,21.0,4700000.0,138000.0,Argentina
12563,CA Alvarado,2021,Segunda categoría,8.0,1.0,1.0,0.0,0.0,3480000.0,89000.0,Argentina
12563,CA Alvarado,2022,Segunda categoría,32.0,37.0,36.0,31.0,46.0,5200000.0,179000.0,Argentina
12574,CD Godoy Cruz Antonio Tomba,2020,Primera categoría,24.0,18.0,23.0,22.0,46.0,42250000.0,621000.0,Argentina
12574,CD Godoy Cruz Antonio Tomba,2021,Primera categoría,17.0,31.0,25.0,35.0,33.0,22930000.0,509000.0,Argentina
12574,CD Godoy Cruz Antonio Tomba,2022,Primera categoría,15.0,35.0,27.0,25.0,29.0,16550000.0,376000.0,Argentina
12574,CD Godoy Cruz Antonio Tomba,2023,Primera categoría,9.0,41.0,27.0,37.0,32.0,6650000.0,180000.0,Argentina
12574,Godoy Cruz,2024,Primera categoría,15.0,35.0,27.0,31.0,28.0,23900000.0,771000.0,Argentina
12672,Club Almirante Brown,2020,,,,,,,2430000.0,71000.0,Argentina
12672,Club Almirante Brown,2021,Segunda categoría,20.0,0.0,0.0,0.0,0.0,2330000.0,53000.0,Argentina
12672,Club Almirante Brown,2022,Segunda categoría,25.0,42.0,36.0,38.0,43.0,1880000.0,39000.0,Argentina
12672,Club Almirante Brown,2023,Segunda categoría,1.0,61.0,36.0,36.0,30.0,4420000.0,116000.0,Argentina
12681,CA Chaco For Ever,2021,,,,,,,1830000.0,61000.0,Argentina
12681,CA Chaco For Ever,2022,Segunda categoría,10.0,55.0,36.0,38.0,28.0,1500000.0,44000.0,Argentina
12681,CA Chaco For Ever,2023,Segunda categoría,13.0,40.0,34.0,30.0,43.0,4010000.0,93000.0,Argentina
12709,CA San Martín (Tucumán),2020,,,,,,,9530000.0,194000.0,Argentina
12709,CA San Martín (Tucumán),2021,Segunda categoría,21.0,0.0,0.0,0.0,0.0,8180000.0,182000.0,Argentina
12709,CA San Martín (Tucumán),2022,Segunda categoría,3.0,66.0,36.0,45.0,21.0,4600000.0,128000.0,Argentina
12709,CA San Martín (Tucumán),2023,Segunda categoría,3.0,56.0,36.0,38.0,24.0,4790000.0,126000.0,Argentina
12741,Club Villa Mitre,2020,,,,,,,1200000.0,41000.0,Argentina
12741,Club Villa Mitre,2022,,,,,,,550000.0,19000.0,Argentina
1286,CA Newell's Old Boys,2020,Primera categoría,10.0,35.0,23.0,33.0,25.0,32330000.0,622000.0,Argentina
1286,CA Newell's Old Boys,2021,Primera categoría,19.0,28.0,25.0,24.0,32.0,29280000.0,523000.0,Argentina
1286,CA Newell's Old Boys,2022,Primera categoría,11.0,40.0,27.0,26.0,22.0,26480000.0,679000.0,Argentina
1286,CA Newell's Old Boys,2023,Primera categoría,14.0,35.0,27.0,24.0,24.0,27880000.0,581000.0,Argentina
1286,Newell's OB,2024,Primera categoría,25.0,28.0,27.0,22.0,35.0,25880000.0,835000.0,Argentina
13650,CS Estudiantes (San Luis),2020,,,,,,,1880000.0,41000.0,Argentina
13650,CS Estudiantes (San Luis),2021,,,,,,,1300000.0,34000.0,Argentina
13651,CA San Telmo,2020,,,,,,,4300000.0,100000.0,Argentina
13651,CA San Telmo,2021,,,,,,,4550000.0,123000.0,Argentina
13651,CA San Telmo,2022,Segunda categoría,28.0,39.0,36.0,36.0,52.0,1900000.0,53000.0,Argentina
1418,CA Rosario Central,2020,Primera categoría,9.0,36.0,23.0,31.0,29.0,31000000.0,596000.0,Argentina
1418,CA Rosario Central,2021,Primera categoría,16.0,32.0,25.0,39.0,41.0,18100000.0,411000.0,Argentina
1418,CA Rosario Central,2022,Primera categoría,20.0,32.0,27.0,24.0,28.0,23380000.0,433000.0,Argentina
1418,CA Rosario Central,2023,Primera categoría,8.0,42.0,27.0,36.0,29.0,27200000.0,604000.0,Argentina
1418,Rosario Central,2024,Primera categoría,20.0,32.0,27.0,27.0,30.0,34280000.0,1180000.0,Argentina
14312,CA Estudiantes,2020,,,,,,,9450000.0,172000.0,Argentina
14312,CA Estudiantes,2021,Segunda categoría,22.0,0.0,0.0,0.0,0.0,7000000.0,146000.0,Argentina
14312,CA Estudiantes,2022,Segunda categoría,7.0,57.0,36.0,33.0,27.0,3250000.0,108000.0,Argentina
14318,CSD Madryn,2022,Segunda categoría,17.0,46.0,36.0,44.0,42.0,7750000.0,215000.0,Argentina
14318,CSD Madryn,2023,Segunda categoría,11.0,43.0,34.0,28.0,28.0,2450000.0,64000.0,Argentina
1444,Racing Club,2020,Primera categoría,4.0,39.0,23.0,28.0,23.0,80130000.0,1250000.0,Argentina
1444,Racing Club,2021,Primera categoría,15.0,32.0,25.0,24.0,23.0,60750000.0,1380000.0,Argentina
1444,Racing Club,2022,Primera categoría,2.0,50.0,27.0,41.0,24.0,45680000.0,993000.0,Argentina
1444,Racing Club,2023,Primera categoría,12.0,36.0,27.0,36.0,35.0,59730000.0,1190000.0,Argentina
1444,Racing Club,2024,Primera categoría,3.0,46.0,27.0,42.0,30.0,69100000.0,2470000.0,Argentina
14542,CA Temperley,2020,,,,,,,10500000.0,154000.0,Argentina
14542,CA Temperley,2021,Segunda categoría,23.0,0.0,0.0,0.0,0.0,9450000.0,178000.0,Argentina
14542,CA Temperley,2022,Segunda categoría,26.0,41.0,36.0,34.0,41.0,3880000.0,108000.0,Argentina
14542,CA Temperley,2023,Segunda categoría,8.0,53.0,36.0,42.0,38.0,4750000.0,153000.0,Argentina
14554,Club Atlético Tucumán,2020,Primera categoría,15.0,29.0,23.0,22.0,25.0,16550000.0,376000.0,Argentina
14554,Club Atlético Tucumán,2021,Primera categoría,25.0,22.0,25.0,22.0,46.0,17750000.0,386000.0,Argentina
14554,Club Atlético Tucumán,2022,Primera categoría,5.0,46.0,27.0,32.0,22.0,13350000.0,342000.0,Argentina
14554,Club Atlético Tucumán,2023,Primera categoría,11.0,37.0,27.0,25.0,27.0,15100000.0,431000.0,Argentina
14554,Atlé Tucumán,2024,Primera categoría,8.0,40.0,27.0,28.0,27.0,19580000.0,725000.0,Argentina
14597,Sportivo AC (Las Parejas),2021,,,,,,,825000.0,33000.0,Argentina
14602,AA Estudiantes (Río Cuarto),2020,,,,,,,5830000.0,106000.0,Argentina
14602,AA Estudiantes (Río Cuarto),2021,Segunda categoría,24.0,0.0,0.0,0.0,0.0,4580000.0,86000.0,Argentina
14602,AA Estudiantes (Río Cuarto),2022,Segunda categoría,6.0,58.0,36.0,39.0,29.0,3100000.0,86000.0,Argentina
14602,AA Estudiantes (Río Cuarto),2023,Segunda categoría,4.0,55.0,36.0,34.0,32.0,3550000.0,107000.0,Argentina
14670,CA Central Norte,2020,,,,,,,2530000.0,72000.0,Argentina
14681,CA Brown (Adrogué),2020,,,,,,,3980000.0,124000.0,Argentina
14681,CA Brown (Adrogué),2021,Segunda categoría,9.0,1.0,1.0,0.0,0.0,4800000.0,120000.0,Argentina
14681,CA Brown (Adrogué),2022,Segunda categoría,22.0,44.0,36.0,39.0,39.0,4100000.0,137000.0,Argentina
14681,CA Brown (Adrogué),2023,Segunda categoría,9.0,47.0,34.0,34.0,31.0,3000000.0,91000.0,Argentina
14683,CSA Guillermo Brown,2020,,,,,,,4030000.000000001,130000.0,Argentina
14683,CSA Guillermo Brown,2021,Segunda categoría,10.0,1.0,1.0,0.0,0.0,3030000.0,69000.0,Argentina
14683,CSA Guillermo Brown,2022,Segunda categoría,24.0,43.0,36.0,30.0,43.0,3100000.0,103000.0,Argentina
14687,CA Gimnasia y Esgrima (Mendoza),2020,,,,,,,4100000.0,114000.0,Argentina
14687,CA Gimnasia y Esgrima (Mendoza),2021,Segunda categoría,25.0,0.0,0.0,0.0,0.0,3650000.0,89000.0,Argentina
14687,CA Gimnasia y Esgrima (Mendoza),2022,Segunda categoría,4.0,64.0,36.0,41.0,20.0,3780000.0,108000.0,Argentina
14688,Club de Gimnasia y Tiro,2022,,,,,,,1430000.0,46000.0,Argentina
14830,CA Banfield II,2020,,,,,,,,,Argentina
14830,CA Banfield II,2021,,,,,,,,,Argentina
14831,CA Boca Juniors II,2020,,,,,,,,,Argentina
14831,CA Boca Juniors II,2021,,,,,,,,,Argentina
14835,CA Lanús II,2020,,,,,,,,,Argentina
14835,CA Lanús II,2021,,,,,,,,,Argentina
14835,CA Lanús II,2023,,,,,,,,,Argentina
14837,CA River Plate II,2021,,,,,,,,,Argentina
14837,CA River Plate II,2022,,,,,,,,,Argentina
14837,CA River Plate II,2023,,,,,,,,,Argentina
14838,CA Rosario Central II,2023,,,,,,,,,Argentina
14842,CA Vélez Sarsfield II,2021,,,,,,,325000.0,16000.0,Argentina
14842,CA Vélez Sarsfield II,2023,,,,,,,,,Argentina
14857,Racing Club II,2020,,,,,,,,,Argentina
14977,Club Almagro,2020,,,,,,,4280000.0,130000.0,Argentina
14977,Club Almagro,2021,Segunda categoría,5.0,3.0,1.0,1.0,0.0,2330000.0,63000.0,Argentina
14977,Club Almagro,2022,Segunda categoría,8.0,57.0,36.0,35.0,33.0,3530000.0,101000.0,Argentina
14977,Club Almagro,2023,Segunda categoría,17.0,37.0,36.0,26.0,36.0,3980000.0,114000.0,Argentina
15879,CA San Lorenzo de Almagro II,2020,,,,,,,,,Argentina
15879,CA San Lorenzo de Almagro II,2022,,,,,,,,,Argentina
15887,Club Estudiantes de La Plata II,2021,,,,,,,,,Argentina
15887,Club Estudiantes de La Plata II,2022,,,,,,,,,Argentina
16179,AA Argentinos Juniors II,2021,,,,,,,,,Argentina
16179,AA Argentinos Juniors II,2022,,,,,,,,,Argentina
16179,AA Argentinos Juniors II,2023,,,,,,,,,Argentina
1771,CSD Tristán Suárez,2021,Segunda categoría,12.0,0.0,0.0,0.0,0.0,2280000.0,67000.0,Argentina
1771,CSD Tristán Suárez,2022,Segunda categoría,33.0,35.0,36.0,37.0,45.0,3380000.0,89000.0,Argentina
1771,CSD Tristán Suárez,2023,Segunda categoría,17.0,34.0,34.0,36.0,53.0,4040000.0,115000.0,Argentina
1775,CA San Lorenzo de Almagro,2020,Primera categoría,8.0,36.0,23.0,32.0,30.0,92900000.0,1570000.0,Argentina
1775,CA San Lorenzo de Almagro,2021,Primera categoría,21.0,27.0,25.0,23.0,33.0,60400000.0,1180000.0,Argentina
1775,CA San Lorenzo de Almagro,2022,Primera categoría,6.0,43.0,27.0,33.0,23.0,33330000.0,793000.0,Argentina
1775,CA San Lorenzo de Almagro,2023,Primera categoría,3.0,46.0,27.0,23.0,13.0,34180000.0,814000.0,Argentina
1775,San Lorenzo,2024,Primera categoría,24.0,29.0,27.0,20.0,26.0,47580000.0,1760000.0,Argentina
1826,Quilmes AC,2020,,,,,,,7280000.0,162000.0,Argentina
1826,Quilmes AC,2021,Segunda categoría,32.0,0.0,1.0,0.0,1.0,7680000.0,171000.0,Argentina
1826,Quilmes AC,2022,Segunda categoría,19.0,46.0,36.0,42.0,46.0,7330000.0,183000.0,Argentina
1826,Quilmes AC,2023,Segunda categoría,4.0,53.0,34.0,44.0,31.0,6690000.0,186000.0,Argentina
1829,Instituto ACC,2020,,,,,,,6630000.0,201000.0,Argentina
1829,Instituto ACC,2021,Segunda categoría,1.0,3.0,1.0,2.0,1.0,6780000.0,147000.0,Argentina
1829,Instituto ACC,2022,Segunda categoría,2.0,68.0,36.0,48.0,23.0,4250000.0,133000.0,Argentina
1829,Instituto ACC,2023,Primera categoría,18.0,32.0,27.0,24.0,35.0,9680000.0,248000.0,Argentina
1829,Instituto,2024,Primera categoría,13.0,36.0,27.0,32.0,31.0,23950000.0,887000.0,Argentina
189,CA Boca Juniors,2020,Primera categoría,1.0,48.0,23.0,35.0,8.0,144000000.0,2530000.0,Argentina
189,CA Boca Juniors,2021,Primera categoría,4.0,41.0,25.0,35.0,19.0,121530000.0,1930000.0,Argentina
189,CA Boca Juniors,2022,Primera categoría,1.0,52.0,27.0,34.0,28.0,110430000.0,1900000.0,Argentina
189,CA Boca Juniors,2023,Primera categoría,7.0,44.0,27.0,33.0,24.0,103550000.0,2070000.0,Argentina
189,Boca Juniors,2024,Primera categoría,6.0,42.0,27.0,30.0,23.0,91780000.0,2870000.0,Argentina
18911,CA Juventud Unida Universitario,2021,,,,,,,750000.0,22000.0,Argentina
19523,CD Maipú,2020,,,,,,,1200000.0,50000.0,Argentina
19523,CD Maipú,2022,Segunda categoría,20.0,45.0,36.0,39.0,32.0,3700000.0,123000.0,Argentina
19634,CA San Miguel,2022,,,,,,,,,Argentina
19775,CD Riestra,2020,,,,,,,2900000.0,69000.0,Argentina
19775,CD Riestra,2021,Segunda categoría,27.0,0.0,0.0,0.0,0.0,2330000.0,46000.0,Argentina
19775,CD Riestra,2022,Segunda categoría,11.0,54.0,36.0,34.0,26.0,2680000.0,69000.0,Argentina
19775,CD Riestra,2023,Segunda categoría,7.0,50.0,34.0,40.0,34.0,3750000.0,89000.0,Argentina
19806,CA Patronato,2020,Primera categoría,20.0,23.0,23.0,22.0,34.0,16700000.0,232000.0,Argentina
19806,CA Patronato,2021,Primera categoría,23.0,25.0,25.0,23.0,35.0,10730000.0,268000.0,Argentina
19806,CA Patronato,2022,Primera categoría,10.0,40.0,27.0,31.0,27.0,10950000.0,203000.0,Argentina
19806,CA Patronato,2023,Segunda categoría,14.0,42.0,36.0,39.0,44.0,4360000.0,115000.0,Argentina
2063,CA Huracán,2020,Primera categoría,21.0,22.0,23.0,17.0,27.0,23350000.0,410000.0,Argentina
2063,CA Huracán,2021,Primera categoría,8.0,38.0,25.0,28.0,25.0,24330000.0,487000.0,Argentina
2063,CA Huracán,2022,Primera categoría,4.0,47.0,27.0,35.0,21.0,17980000.0,399000.0,Argentina
2063,CA Huracán,2023,Primera categoría,26.0,25.0,27.0,18.0,29.0,30940000.0,595000.0,Argentina
2063,Huracán,2024,Primera categoría,4.0,46.0,27.0,28.0,18.0,27230000.0,1050000.0,Argentina
209,CA River Plate,2020,Primera categoría,2.0,47.0,23.0,41.0,18.0,181250000.0,3240000.0,Argentina
209,CA River Plate,2021,Primera categoría,1.0,54.0,25.0,53.0,19.0,97800000.0,2570000.0,Argentina
209,CA River Plate,2022,Primera categoría,3.0,47.0,27.0,43.0,22.0,101800000.0,2830000.0,Argentina
209,CA River Plate,2023,Primera categoría,1.0,61.0,27.0,50.0,20.0,134850000.0,3210000.0,Argentina
209,River Plate,2024,Primera categoría,5.0,43.0,27.0,38.0,21.0,117150000.0,3910000.0,Argentina
2154,CA Chacarita Juniors,2021,Segunda categoría,30.0,0.0,1.0,1.0,2.0,6100000.0,124000.0,Argentina
2154,CA Chacarita Juniors,2022,Segunda categoría,15.0,48.0,36.0,48.0,44.0,5550000.0,142000.0,Argentina
2154,CA Chacarita Juniors,2023,Segunda categoría,2.0,67.0,34.0,48.0,23.0,3750000.0,114000.0,Argentina
2402,CSD Defensa y Justicia,2020,Primera categoría,6.0,36.0,23.0,26.0,18.0,50500000.0,616000.0,Argentina
2402,CSD Defensa y Justicia,2021,Primera categoría,2.0,47.0,25.0,43.0,24.0,31750000.0,547000.0,Argentina
2402,CSD Defensa y Justicia,2022,Primera categoría,12.0,40.0,27.0,29.0,27.0,26030000.0,510000.0,Argentina
2402,CSD Defensa y Justicia,2023,Primera categoría,6.0,44.0,27.0,36.0,23.0,21580000.0,432000.0,Argentina
2402,Defensa y Just,2024,Primera categoría,21.0,32.0,27.0,27.0,33.0,32130000.000000004,973000.0,Argentina
2417,CA Belgrano,2020,,,,,,,8350000.0,232000.0,Argentina
2417,CA Belgrano,2021,Segunda categoría,6.0,1.0,1.0,0.0,0.0,10530000.0,191000.0,Argentina
2417,CA Belgrano,2022,Segunda categoría,1.0,79.0,36.0,48.0,23.0,5200000.0,168000.0,Argentina
2417,CA Belgrano,2023,Primera categoría,13.0,36.0,27.0,20.0,26.0,13040000.0,266000.0,Argentina
2417,Belgrano,2024,Primera categoría,16.0,35.0,27.0,33.0,32.0,30680000.0,1020000.0,Argentina
25184,CA Barracas Central,2020,,,,,,,4880000.0,122000.0,Argentina
25184,CA Barracas Central,2021,Segunda categoría,2.0,3.0,1.0,2.0,1.0,3950000.0,107000.0,Argentina
25184,CA Barracas Central,2022,Primera categoría,17.0,34.0,27.0,31.0,37.0,7400000.0,185000.0,Argentina
25184,CA Barracas Central,2023,Primera categoría,15.0,35.0,27.0,25.0,30.0,6480000.0,158000.0,Argentina
25184,Barracas Central,2024,Primera categoría,28.0,23.0,27.0,15.0,33.0,16000000.0,485000.0,Argentina
25358,CSD Defensa y Justicia II,2023,,,,,,,,,Argentina
27857,Club Ferro Carril Oeste (Gral. Pico),2022,,,,,,,450000.0,12000.0,Argentina
288,Club Estudiantes de La Plata,2020,Primera categoría,13.0,30.0,23.0,23.0,22.0,46980000.0,1040000.0,Argentina
288,Club Estudiantes de La Plata,2021,Primera categoría,6.0,39.0,25.0,43.0,31.0,48250000.0,1050000.0,Argentina
288,Club Estudiantes de La Plata,2022,Primera categoría,18.0,33.0,27.0,28.0,40.0,36750000.0,750000.0,Argentina
288,Club Estudiantes de La Plata,2023,Primera categoría,5.0,45.0,27.0,35.0,24.0,34380000.0,688000.0,Argentina
288,Estudiantes,2024,Primera categoría,12.0,36.0,27.0,36.0,34.0,36280000.0,1340000.0,Argentina
29680,CA Independiente (Chivilcoy),2022,,,,,,,775000.0,23000.0,Argentina
30038,CA Mitre,2020,,,,,,,3700000.0,109000.0,Argentina
30038,CA Mitre,2021,Segunda categoría,11.0,1.0,1.0,0.0,0.0,4620000.0,98000.0,Argentina
30038,CA Mitre,2022,Segunda categoría,21.0,45.0,36.0,36.0,37.0,5250000.0,164000.0,Argentina
30079,CA Sarmiento (La Banda),2022,,,,,,,,,Argentina
30838,CA Sarmiento (Resistencia),2022,,,,,,,1330000.0,41000.0,Argentina
31284,CA Central Córdoba (SdE),2020,Primera categoría,18.0,26.0,23.0,21.0,29.0,18750000.0,329000.0,Argentina
31284,CA Central Córdoba (SdE),2021,Primera categoría,22.0,26.0,25.0,30.0,36.0,14850000.0,362000.0,Argentina
31284,CA Central Córdoba (SdE),2022,Primera categoría,16.0,34.0,27.0,34.0,37.0,11780000.0,268000.0,Argentina
31284,CA Central Córdoba (SdE),2023,Primera categoría,23.0,29.0,27.0,20.0,30.0,13480000.0,321000.0,Argentina
31284,Cen. Córdoba–SdE,2024,Primera categoría,22.0,31.0,27.0,29.0,36.0,14850000.0,424000.0,Argentina
